Estimate,Std. Error,z value,Pr(>|z|),model,prompt,vignette,predictor
-0.0015946814017084121,0.14685832944578775,-0.01085863776148348,0.9913362308366198,llama,baseline,5,attractive_z
0.08184029968226518,0.12140029763386873,0.6741359063969301,0.5002249133731236,llama,baseline,5,prototypic_z
-0.22586294364076664,0.3182321365817347,-0.7097427244993405,0.4778636925805333,llama,baseline,5,race_ambiguity_z
-0.10519151520615748,0.10219789458044336,-1.0292923903961422,0.30334229805490937,llama,baseline,5,age_rated_z
-0.21929751410131143,0.2844035444091393,-0.7710786957909106,0.4406602874451994,llama,baseline,5,luminance_z
-0.6113138858207495,0.8647946623957682,-0.706889059799707,0.4796354231725879,llama,baseline,5,raceB
-0.1606204113782866,0.6195328747335935,-0.2592605137336017,0.7954342434932277,llama,baseline,5,raceI
-0.09489244877354452,0.5249335680381594,-0.18077039562965505,0.856547801112689,llama,baseline,5,raceL
-0.6869557898988596,0.8114854403174285,-0.8465411155499516,0.39725094728639965,llama,baseline,5,raceW
-0.1880831738893517,0.2363540193341696,-0.7957688827090769,0.4261663813233133,llama,baseline,5,genderM
1.0189103450072539,0.39086380574549695,2.60681682476043,0.009138823457853702,llama,baseline,6,(Intercept)
-0.030958891336513,0.1485425896211781,-0.20841760881822616,0.8349029083556212,llama,baseline,6,threatening_z
-0.14994365340626206,0.15159506305246276,-0.9891064417735742,0.32261106621875,llama,baseline,6,trustworthy_z
0.11239676797904309,0.12488289650801647,0.9000173051866084,0.3681110414554286,llama,baseline,6,attractive_z
-0.032335721337494454,0.0973782111565857,-0.3320632095561717,0.7398415298888803,llama,baseline,6,prototypic_z
-0.06874668795063102,0.25986663915512653,-0.2645460308954583,0.791359200201645,llama,baseline,6,race_ambiguity_z
0.09983971874286368,0.09746076891684274,1.0244093069699742,0.30564198784200036,llama,baseline,6,age_rated_z
0.33837023648328973,0.23012495300283112,1.470376124222943,0.14145991411576722,llama,baseline,6,luminance_z
0.8532532387948466,0.66487206790749,1.2833344638469124,0.19937492335851037,llama,baseline,6,raceB
0.9571523641283061,0.5148353791555053,1.859142558730797,0.06300693419980394,llama,baseline,6,raceI
-0.29583226065789586,0.4127612104996617,-0.7167152657096356,0.47354980450434464,llama,baseline,6,raceL
-0.043597859495947244,0.6473639854408096,-0.06734674846988924,0.9463056614421002,llama,baseline,6,raceW
0.1746345452439907,0.19815584698095332,0.8812989770661499,0.3781560196183174,llama,baseline,6,genderM
0.0965938147851804,0.3242176955355476,0.29792887962399867,0.7657574455387586,llama,baseline,7,(Intercept)
-0.05912834073592698,0.11738737897866879,-0.5037027085055845,0.6144703047692763,llama,baseline,7,threatening_z
0.4383195299683364,0.12539137052760468,3.4956116048818617,0.0004729766099406684,llama,baseline,7,trustworthy_z
-0.21047987029680465,0.10218235325214138,-2.0598455956228796,0.03941330409364294,llama,baseline,7,attractive_z
-0.006559956538617613,0.08238689469679462,-0.07962378680201472,0.9365364761462194,llama,baseline,7,prototypic_z
-0.09852098000235361,0.2139516695752748,-0.4604824080033219,0.6451699958330841,llama,baseline,7,race_ambiguity_z
0.12719268430868752,0.07226786649177443,1.760017148467565,0.07840489904947778,llama,baseline,7,age_rated_z
-0.20669155904866485,0.181322470496614,-1.1399114433118458,0.25432319708393236,llama,baseline,7,luminance_z
-0.5071961811993215,0.5443429642335174,-0.9317584951492819,0.3514613486821834,llama,baseline,7,raceB
-0.44068617742587884,0.4134790813839673,-1.0658004171597895,0.2865138723073595,llama,baseline,7,raceI
0.255911159724686,0.3441096565040535,0.7436907244178759,0.4570636022704664,llama,baseline,7,raceL
0.12004066003935536,0.5319355272437658,0.22566768694948494,0.8214598918775982,llama,baseline,7,raceW
-0.012671343231334132,0.15903480514700777,-0.07967654136854546,0.9364945173996589,llama,baseline,7,genderM
0.4923466347540959,0.3505630155849032,1.4044454573527423,0.160186242624158,llama,baseline,8,(Intercept)
-0.3021540014663105,0.1273782255876983,-2.3721008835868993,0.017687260628815073,llama,baseline,8,threatening_z
-0.15403646697040166,0.1330269582948647,-1.1579342183331574,0.2468908821210381,llama,baseline,8,trustworthy_z
0.033690173986350935,0.10732094267918874,0.31391984775105786,0.75358191550557,llama,baseline,8,attractive_z
-0.06894421551474,0.08660625397137009,-0.7960650917603627,0.4259942027457055,llama,baseline,8,prototypic_z
-0.12680363657883154,0.22646234913143415,-0.5599325321192234,0.5755254578405937,llama,baseline,8,race_ambiguity_z
-0.1433341407562252,0.07514150039455894,-1.9075230066420679,0.05645289470611834,llama,baseline,8,age_rated_z
-0.13399806096868294,0.19638162379152793,-0.6823350290194704,0.4950271281758547,llama,baseline,8,luminance_z
0.030402187494680013,0.5859772066387069,0.051882884095566774,0.9586220124191188,llama,baseline,8,raceB
0.7658772918859325,0.45199744831229954,1.69442835296,0.09018391559240034,llama,baseline,8,raceI
-0.07463405863008095,0.3676589569582143,-0.20299806986223748,0.8391365408324319,llama,baseline,8,raceL
0.284871531337127,0.5713796424214134,0.4985678700940203,0.6180838448022101,llama,baseline,8,raceW
0.13736295683232463,0.16729371280737698,0.8210885784481644,0.4115958153086648,llama,baseline,8,genderM
0.5340135966239611,0.34297495945530154,1.5570046206057115,0.11946938838236357,llama,baseline,9,(Intercept)
-0.0353614191702682,0.123811186284265,-0.28560762748109003,0.7751786608229625,llama,baseline,9,threatening_z
-0.026382716076832687,0.12858049146941328,-0.20518443953147128,0.8374280262642508,llama,baseline,9,trustworthy_z
0.08422258418323746,0.10634161986240259,0.792000199848513,0.42836055970453585,llama,baseline,9,attractive_z
0.05981304033268018,0.08650893522738845,0.6914088143087394,0.48930866647565685,llama,baseline,9,prototypic_z
0.16256941039019004,0.22698684649863288,0.7162063040122864,0.47386397109129413,llama,baseline,9,race_ambiguity_z
-0.007402193121515092,0.0768010875003661,-0.09638135816084384,0.9232176972223123,llama,baseline,9,age_rated_z
-0.18223322990612456,0.19087957794942328,-0.954702602886152,0.3397281132138765,llama,baseline,9,luminance_z
0.0768434683621361,0.5726381860251447,0.13419200856221258,0.8932507450016213,llama,baseline,9,raceB
0.037894082642848326,0.43187792466891145,0.08774257834988645,0.930081277475916,llama,baseline,9,raceI
0.4454325667981898,0.37032828457689115,1.202804607018087,0.22905194158719397,llama,baseline,9,raceL
0.29274087028515633,0.5656612557849746,0.5175197475367417,0.6047933874041067,llama,baseline,9,raceW
0.04113466229523183,0.16528905243270928,0.24886501368248895,0.8034651990273036,llama,baseline,9,genderM
1.3621344325848013,0.4339587202159058,3.138857151913214,0.0016960810688961443,llama,baseline,10,(Intercept)
-0.22722510453673528,0.1648311819401037,-1.3785322768558697,0.16803900956287565,llama,baseline,10,threatening_z
0.075902158346078,0.17788454767824302,0.42669337689392545,0.6696026752087914,llama,baseline,10,trustworthy_z
-0.027464430116306636,0.14352419525813528,-0.19135749249045092,0.8482455207008308,llama,baseline,10,attractive_z
0.10158947093731852,0.11158635948051597,0.9104111955104781,0.36260569567867573,llama,baseline,10,prototypic_z
0.23038610772039508,0.298189349732812,0.7726168219181169,0.4397491859698077,llama,baseline,10,race_ambiguity_z
0.10119934137812425,0.11184241712803071,0.9048386468818634,0.3655508741988907,llama,baseline,10,age_rated_z
-0.07173464668114113,0.2516598609313241,-0.2850460395856172,0.7756088698642774,llama,baseline,10,luminance_z
0.5034925034743027,0.7115576730675683,0.7075919809897011,0.4791986740934908,llama,baseline,10,raceB
0.5766264225984393,0.5702196898099734,1.011235551670622,0.31190370387416727,llama,baseline,10,raceI
0.4250125982215027,0.4800936305769124,0.8852702288734373,0.3760109027827607,llama,baseline,10,raceL
0.5176989957398642,0.736795726145056,0.7026357202809599,0.4822827958302752,llama,baseline,10,raceW
0.10975363268355803,0.22319793086362205,0.49173230351592945,0.6229085987294867,llama,baseline,10,genderM
0.5175789120367115,0.36805828425839043,1.4062417127211082,0.15965236165577118,llama,baseline,11,(Intercept)
-0.11150882899280473,0.13629299789624533,-0.8181552296449753,0.413268555648261,llama,baseline,11,threatening_z
-0.020711344331417237,0.144457801241193,-0.14337297226915893,0.8859956274344738,llama,baseline,11,trustworthy_z
0.04994841965044546,0.11924744937541548,0.41886363114734276,0.6753157979016932,llama,baseline,11,attractive_z
-0.01580103030071027,0.093593760704415,-0.16882568006442875,0.8659337584837759,llama,baseline,11,prototypic_z
0.2129875459770161,0.24773476015984836,0.8597402554231309,0.3899322391850411,llama,baseline,11,race_ambiguity_z
0.0701334638386396,0.08475383552515132,0.8274960466871966,0.4079559618830825,llama,baseline,11,age_rated_z
0.08512960277006887,0.21629549947919127,0.3935800928593004,0.6938910809751047,llama,baseline,11,luminance_z
1.3739168615096549,0.6316635040753209,2.1750771615670645,0.02962433459286013,llama,baseline,11,raceB
0.6004659391507489,0.47351809352854596,1.268095026055324,0.20476401758011245,llama,baseline,11,raceI
0.6199417261215605,0.3998865789282341,1.5502939052946278,0.12107098950922299,llama,baseline,11,raceL
0.8520110944717302,0.6172750801871616,1.380277807769909,0.16750112516476146,llama,baseline,11,raceW
0.021753579894075368,0.18881694267239602,0.11520989370015693,0.9082787568590063,llama,baseline,11,genderM
1.2925958259335721,0.39886357994311755,3.240696546217408,0.0011923804076307116,llama,baseline,12,(Intercept)
-0.019952751154276593,0.1460555408257628,-0.1366107101549763,0.8913385103969704,llama,baseline,12,threatening_z
-0.0636911250005127,0.15121601767984735,-0.42119297927392024,0.6736141706042322,llama,baseline,12,trustworthy_z
-0.03893349527812089,0.12476119119208416,-0.3120641515692032,0.7549917699213582,llama,baseline,12,attractive_z
-0.005349562159607314,0.0995043638314743,-0.05376208593894039,0.957124716847679,llama,baseline,12,prototypic_z
-0.044522252638167795,0.2565945556361532,-0.1735120705417445,0.8622489408624354,llama,baseline,12,race_ambiguity_z
-0.16648157386895693,0.08421521185490216,-1.9768586957400862,0.0480576047842792,llama,baseline,12,age_rated_z
0.22286092839364852,0.21959067375479346,1.0148925024134074,0.31015707255848507,llama,baseline,12,luminance_z
0.06837192294579336,0.6626055694559355,0.10318645978471544,0.9178149860719288,llama,baseline,12,raceB
0.37143522728383227,0.5197998167627468,0.7145736018090348,0.47487256141453643,llama,baseline,12,raceI
-0.26806651240962776,0.4195926997411874,-0.638873156217866,0.5229054522404923,llama,baseline,12,raceL
-0.25217422319810207,0.6473805900150492,-0.3895300957235062,0.6968840519964317,llama,baseline,12,raceW
0.1113701431638663,0.19315343437570956,0.5765889875260323,0.5642171402125278,llama,baseline,12,genderM
